sep=;
tinh;khu_vuc;loai_hinh;muc_dich;ky;gia_m2_trieu;gia_thap_trieu;gia_cao_trieu;nguon;cap_nhat;so_mau;nguon_link;mau_so;vi_tri
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-03;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-04;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-05;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-06;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-07;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-08;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Biệt thự / Liền kề;thue;2026-09;;;;;;;;san;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2024-10;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2024-11;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2024-12;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-01;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-02;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-03;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-04;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-05;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-06;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-07;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-08;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-09;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-10;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-11;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2025-12;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-01;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-02;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-03;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-04;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-05;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-06;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-07;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-08;;;;;;;;can;
Đà Nẵng;Phường Sơn Trà;Căn hộ;ban;2026-09;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2024-10;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2024-11;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2024-12;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-01;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-02;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-03;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-04;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-05;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-06;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-07;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-08;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-09;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-10;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-11;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2025-12;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-01;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-02;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-03;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-04;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-05;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-06;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-07;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-08;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;thue;2026-09;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2024-10;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2024-11;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2024-12;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-01;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-02;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-03;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-04;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-05;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-06;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-07;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-08;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-09;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-10;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-11;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2025-12;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-01;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-02;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-03;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-04;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-05;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-06;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-07;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-08;;;;;;;;can;
Đà Nẵng;Phường Thanh Khê;Căn hộ;ban;2026-09;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2024-10;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2024-11;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2024-12;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-01;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-02;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-03;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-04;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-05;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-06;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-07;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-08;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-09;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-10;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-11;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2025-12;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-01;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-02;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-03;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-04;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-05;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-06;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-07;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-08;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Căn hộ;ban;2026-09;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2024-10;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2024-11;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2024-12;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-01;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-02;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-03;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-04;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-05;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-06;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-07;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-08;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-09;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-10;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-11;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2025-12;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-01;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-02;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-03;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-04;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-05;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-06;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-07;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-08;;;;;;;;can;
Đà Nẵng;Phước Mỹ;Căn hộ dịch vụ;thue;2026-09;;;;;;;;can;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Đà Nẵng;Xã Hòa Vang;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Đà Nẵng;Mân Thái;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2024-10;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2024-11;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2024-12;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-01;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-02;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-03;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-04;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-05;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-06;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-07;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-08;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-09;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-10;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-11;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2025-12;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-01;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-02;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-03;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-04;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-05;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-06;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-07;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-08;;;;;;;;dat;
Đà Nẵng;Phường Hải Châu;Mặt bằng / Cửa hàng bán lẻ;thue;2026-09;;;;;;;;dat;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2024-10;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2024-11;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2024-12;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-01;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-02;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-03;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-04;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-05;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-06;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-07;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-08;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-09;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-10;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-11;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2025-12;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-01;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-02;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-03;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-04;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-05;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-06;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-07;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-08;;;;;;;;san;
Đà Nẵng;Nại Hiên Đông;Nhà biệt thự / Liền kề;ban;2026-09;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2024-10;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2024-11;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2024-12;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-01;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-02;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-03;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-04;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-05;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-06;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-07;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-08;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-09;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-10;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-11;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2025-12;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-01;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-02;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-03;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-04;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-05;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-06;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-07;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-08;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà biệt thự / Liền kề;ban;2026-09;;;;;;;;san;
Đà Nẵng;An Hải;Nhà mặt phố;ban;2024-10;;;;;;;;san;
Đà Nẵng;An Hải;Nhà mặt phố;ban;2024-11;;;;;;;;san;
Đà Nẵng;An Hải;Nhà mặt phố;ban;2024-12;;;;;;;;san;
